Timestamp,Ngp,Npt,HPC_ASV_Command,HPC_ASV_Position,HPC_Surge_Margin,HPC_ASC_Flow_DP,HPC_Suction_Press,HPC_Discharge_Press
2024-05-01 00:57:00+00:00,95.1328,85.2955,93.8614,93.9546,13.0578,82.8714,103.8351,267.2546
2024-05-01 00:58:00+00:00,95.1585,85.3858,94.0527,94.0064,11.8616,81.354,103.6538,267.4001
2024-05-01 00:59:00+00:00,95.1319,85.3305,94.0375,94.0064,12.2032,81.7529,103.5648,267.1225
2024-05-01 01:00:00+00:00,94.98,85.2394,93.6693,93.8376,10.8493,79.7917,103.2473,266.7206
2024-05-01 01:01:00+00:00,95.1002,85.3167,93.2388,93.3251,11.8043,80.9709,103.385,266.5829
2024-05-01 01:02:00+00:00,95.0931,85.305,93.7238,94.1754,12.029,81.4558,103.2868,266.8036
2024-05-01 01:03:00+00:00,95.086,85.219,93.7794,94.0705,12.7043,82.2693,103.6538,266.9488
2024-05-01 01:04:00+00:00,95.0608,85.188,93.6995,93.8955,11.905,80.9696,103.6538,266.6812
2024-05-01 01:05:00+00:00,94.9733,85.1146,92.9657,93.1117,11.4148,80.0585,103.6538,266.3519
2024-05-01 01:06:00+00:00,95.0044,85.1577,92.9654,93.1279,12.0383,81.0543,103.6923,266.6153
2024-05-01 01:07:00+00:00,95.1812,85.3252,93.5569,93.3943,13.1449,82.8382,103.836,267.1138
2024-05-01 01:08:00+00:00,95.2517,85.4034,94.4253,94.6334,12.468,82.3035,103.5648,267.5267
2024-05-01 01:09:00+00:00,95.0681,85.2473,94.2987,94.6636,11.9041,81.334,103.2896,266.8606
2024-05-01 01:10:00+00:00,95.0419,85.2473,92.5416,92.3535,11.936,80.7537,103.7443,266.3593
2024-05-01 01:11:00+00:00,95.1932,85.3027,93.3073,93.0809,14.3691,84.2296,104.0581,266.761
2024-05-01 01:12:00+00:00,95.3429,85.5033,94.5338,94.4763,14.35,84.9698,103.7537,267.6602
2024-05-01 01:13:00+00:00,95.1075,85.3647,94.6951,95.091,12.0658,81.9992,103.2473,267.4914
2024-05-01 01:14:00+00:00,95.0229,85.239,93.234,93.7282,11.0043,79.9264,103.4718,266.8052
2024-05-01 01:15:00+00:00,95.1819,85.3739,94.0134,94.1622,13.5352,83.618,103.6538,267.1131
2024-05-01 01:16:00+00:00,95.3333,85.4647,95.5049,95.6464,13.5642,84.1221,103.5304,267.7201
2024-05-01 01:17:00+00:00,94.9761,85.1849,94.8477,95.1789,10.6248,79.7246,103.0219,266.8638
2024-05-01 01:18:00+00:00,94.9701,85.1634,93.8348,94.1646,11.6365,80.5613,103.3265,266.3546
2024-05-01 01:19:00+00:00,95.1415,85.1718,93.4684,93.8538,13.6386,83.2931,103.8782,266.6145
2024-05-01 01:20:00+00:00,95.2957,85.3797,94.402,94.6368,13.6775,83.6378,103.7548,267.0283
2024-05-01 01:21:00+00:00,95.0983,85.3295,94.5111,94.8077,11.7167,81.1443,103.3306,267.0861
2024-05-01 01:22:00+00:00,95.0717,85.2134,93.3771,93.3846,12.1498,81.1025,103.8782,266.6282
2024-05-01 01:23:00+00:00,95.2334,85.3959,93.886,94.1005,13.186,82.8836,103.8348,267.074
2024-05-01 01:24:00+00:00,95.2916,85.429,94.9675,95.2526,13.3044,83.4977,103.5398,267.3979
2024-05-01 01:25:00+00:00,95.0888,85.3082,95.0307,95.0983,11.472,80.9903,103.1426,267.0902
2024-05-01 01:26:00+00:00,95.2068,85.2953,92.9493,92.6923,14.0125,83.9851,103.8034,266.7254
2024-05-01 01:27:00+00:00,95.3365,85.5532,94.8053,94.6453,13.4365,83.8842,103.3915,267.5842
2024-05-01 01:28:00+00:00,95.208,85.3989,94.9676,95.069,13.3065,83.513,103.247,267.0024
